"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168"
"1",0,0,4,0,0,0,5,3,7,8,0,14,19,9,15,4,2,3,6,2,6,5,2,1,6,9,2,0,0,0,0,0,6,5,24,16,4,5,20,16,3,13,20,10,3,11,13,21,9,7,3,0,0,4,31,4,13,17,12,11,10,6,7,4,4,3,6,5,3,7,1,6,9,5,0,0,0,0,11,2,0,8,8,12,13,10,22,20,8,3,5,12,7,8,1,7,29,10,8,3,5,0,0,1,3,6,0,4,2,16,9,26,8,31,25,40,14,13,37,23,16,15,2,10,3,0,0,0,0,7,6,0,1,8,19,10,21,29,3,8,0,2,2,11,16,0,2,1,1,0,0,2,5,5,17,8,15,20,20,12,21,31,8,4,9,8,0,4
"2",1,6,0,0,1,0,0,2,7,7,1,0,2,6,4,2,3,2,1,3,4,1,3,2,0,2,0,1,0,0,0,0,0,0,1,3,8,6,2,9,3,5,3,1,0,1,1,4,9,3,3,2,0,0,0,0,0,1,2,9,10,4,9,11,10,2,0,1,1,3,3,4,5,3,0,2,0,0,0,0,0,0,0,1,2,2,5,2,4,9,14,1,2,2,6,11,3,5,0,2,0,0,0,0,0,2,3,6,8,5,4,3,1,14,4,0,4,7,5,7,7,3,3,2,0,0,0,0,0,2,2,0,2,2,3,3,4,2,5,4,1,3,2,1,1,1,0,0,0,0,1,3,4,5,3,0,1,1,7,3,5,4,2,0,13,11,6,0
"3",0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,15,3,1,7,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,7,0,6,1,6,5,0,0,0,0,3,3,0,0,0,5,5,8,0,0,1,4,4,1,0,8,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,17,11,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,10,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,2,0,0,0,3,0,0,0,0,1,0,0
"4",0,0,0,0,0,0,0,0,0,1,5,2,0,2,0,1,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,4,8,2,0,0,0,0,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,10,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,3,6,2,2,0,0,0,1,5,5,1,2,0,0,0,2,0,0,0,0,2,0,0,1,1,5,1,0,0,0,0,1,0,4,1
"5",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,1,3,1,0,0,1,1,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,4,0,1,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,1,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,1,2
"7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,5,1,0,0,2,1,0,0,0,0,0,0,0,0
"10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
