"sortedIml...1." "sortedIml...6." "sortedIml...2." "genreRank" "timeID"
"201" 2012-11-07 01:38:47 "Out On The Road" "Pop" 3 73
"202" 2012-11-07 01:41:58 "She's 22" "Pop" 3 73
"203" 2012-11-07 01:48:27 "All A Dream" "Pop" 3 73
"204" 2012-11-07 01:51:55 "Say Goodbye" "Pop" 3 73
"205" 2012-11-07 01:56:01 "Take It Back" "Pop" 3 73
"206" 2012-11-07 01:59:08 "Travelin' On" "Pop" 3 73
"207" 2012-11-07 02:03:33 "Miriam" "Pop" 3 74
"208" 2012-11-07 02:06:45 "Little Broken Hearts" "Pop" 3 74
"209" 2012-11-07 02:10:28 "After The Fall" "Pop" 3 74
"210" 2012-11-07 02:13:27 "4 Broken Hearts" "Pop" 3 74
"211" 2012-11-07 02:17:02 "Happy Pills" "Pop" 3 74
"212" 2012-11-08 00:55:38 "出囃子「老松」・マクラ" "Traditional" 2 96
"213" 2012-11-08 00:57:13 "火事場へ急行" "Traditional" 2 96
"214" 2012-11-08 01:03:01 "売れ残りの富札" "Traditional" 2 97
"215" 2012-11-08 01:10:46 "火事場の騒ぎ・鎮火・火事場見舞いへの対応" "Traditional" 2 97
"216" 2012-11-08 01:16:27 "浅草方面の火災・久蔵宅焼失" "Traditional" 2 97
"217" 2012-11-08 01:23:16 "久蔵に幻?の幸運" "Traditional" 2 97
"218" 2012-11-08 01:33:07 "久蔵酩酊" "Traditional" 2 97
"219" 2012-11-13 08:56:07 "New Born" "Indie Rock" 5 56
"220" 2012-11-13 09:00:19 "Bliss" "Indie Rock" 5 57
"221" 2012-11-13 09:06:40 "Space Dementia" "Indie Rock" 5 57
"222" 2012-11-13 09:10:01 "Hyper Music" "Indie Rock" 5 57
"223" 2012-11-13 09:13:41 "Plug In Baby" "Indie Rock" 5 57
"224" 2012-11-13 09:41:33 "Citizen Erased" "Indie Rock" 5 57
"225" 2012-11-13 09:45:11 "Micro Cuts" "Indie Rock" 5 57
"226" 2012-11-13 09:49:32 "Screenager" "Indie Rock" 5 57
"227" 2012-11-13 10:24:26 "『二番煎じ』 出囃子「老松」～マクラ" "Traditional" 2 58
"228" 2012-11-13 10:29:51 "『二番煎じ』 一の組の出発" "Traditional" 2 58
"229" 2012-11-13 10:35:26 "『二番煎じ』 「火の用心」のどくらべ" "Traditional" 2 58
"230" 2012-11-13 16:47:22 "『二番煎じ』 ""煎じ薬""と""口直し""" "Traditional" 2 64
"231" 2012-11-14 08:26:41 "I Believe" "Metal" 4 80
"232" 2012-11-14 08:32:27 "Keep The Faith" "Metal" 4 80
"233" 2012-11-14 08:37:10 "I'll Sleep When I'm Dead" "Metal" 4 80
"234" 2012-11-14 08:42:30 "In These Arms" "Metal" 4 80
"235" 2012-11-14 08:49:04 "Bed Of Roses" "Metal" 4 80
"236" 2012-11-14 08:53:31 "If I Was Your Mother" "Metal" 4 80
"237" 2012-11-14 09:03:23 "Dry County" "Metal" 4 81
"238" 2012-11-14 09:07:12 "Woman In Love" "Metal" 4 81
"239" 2012-11-14 09:10:18 "Fear" "Metal" 4 81
"240" 2012-11-14 09:15:54 "I Want You" "Metal" 4 81
"241" 2012-11-14 09:20:19 "Blame It On The Love Of Rock & Roll" "Metal" 4 81
"242" 2012-11-14 09:26:04 "Little Bit Of Soul" "Metal" 4 81
"243" 2012-11-14 09:32:01 "Save A Prayer" "Metal" 4 81
"244" 2012-11-14 09:35:45 "Starting All Over Again" "Metal" 4 81
"245" 2012-11-14 13:23:27 "『二番煎じ』 禁断の酒宴" "Traditional" 2 85
"246" 2012-11-14 15:43:05 "『二番煎じ』 見廻り役人来たる～サゲ～追い出し" "Traditional" 2 87
"247" 2012-11-14 21:32:46 "『お茶汲み』 出囃子「老松」～マクラ" "Traditional" 2 93
"248" 2012-11-14 22:46:36 "『お茶汲み』 裏があった身の上話し" "Traditional" 2 94
"249" 2012-11-15 02:57:54 "I Could Make A Living Out Of Loving You" "Metal" 4 98
"250" 2012-11-15 03:02:27 "Neurotica" "Metal" 4 99
"251" 2012-11-15 16:13:10 "Intro" "Indie Rock" 5 112
"252" 2012-11-15 16:17:23 "Apocalypse Please" "Indie Rock" 5 112
"253" 2012-11-15 16:21:19 "Time Is Running Out" "Indie Rock" 5 112
"254" 2012-11-15 16:26:14 "Sing For Absolution" "Indie Rock" 5 112
"255" 2012-11-16 09:41:24 "Stockholm Syndrome" "Indie Rock" 5 129
"256" 2012-11-16 09:46:04 "Falling Away From You" "Indie Rock" 5 129
"257" 2012-11-16 09:46:42 "Interlude" "Indie Rock" 5 129
"258" 2012-11-16 09:50:30 "Hysteria" "Indie Rock" 5 129
"259" 2012-11-16 09:54:52 "Blackout" "Indie Rock" 5 129
"260" 2012-11-16 09:59:53 "Butterflies & Hurricanes" "Indie Rock" 5 129
"261" 2012-11-16 10:03:22 "The Small Print" "Indie Rock" 5 130
"262" 2012-11-16 10:08:24 "Fury" "Indie Rock" 5 130
"263" 2012-11-16 10:12:13 "Endlessly" "Indie Rock" 5 130
"264" 2012-11-16 10:15:24 "Thoughts Of A Dying Atheist" "Indie Rock" 5 130
"265" 2012-11-16 10:20:17 "Ruled By Secrecy" "Indie Rock" 5 130
"266" 2012-11-16 11:09:02 "Knights Of Cydonia" "Indie Rock" 5 131
"267" 2012-11-17 09:45:10 "Good Question" "Jazz" 6 153
"268" 2012-11-17 10:35:05 "Last Man Standing" "Metal" 4 154
"269" 2012-11-17 10:40:01 "Bells Of Freedom" "Metal" 4 154
"270" 2012-11-17 10:44:15 "Wildflower" "Metal" 4 154
"271" 2012-11-17 10:47:53 "Last Cigarette" "Metal" 4 154
"272" 2012-11-17 10:51:47 "I Am" "Metal" 4 154
"273" 2012-11-17 10:55:24 "Complicated" "Metal" 4 154
"274" 2012-11-17 11:00:13 "Novocaine" "Metal" 4 155
"275" 2012-11-17 11:04:22 "Story Of My Life" "Metal" 4 155
"276" 2012-11-17 11:07:55 "Dirty Little Secret" "Metal" 4 155
"277" 2012-11-17 11:11:43 "Unbreakable" "Metal" 4 155
"278" 2012-11-17 11:15:26 "These Open Arms" "Metal" 4 155
"279" 2012-11-17 11:46:00 "Say It Isn't So" "Metal" 4 155
"280" 2012-11-17 11:51:09 "Thank You For Loving Me" "Metal" 4 155
"281" 2012-11-17 11:56:19 "Two Story Town" "Metal" 4 155
"282" 2012-11-17 12:02:38 "Next 100 Years" "Metal" 4 156
"283" 2012-11-17 12:07:07 "Just Older" "Metal" 4 156
"284" 2012-11-17 12:12:21 "Mystery Train" "Metal" 4 156
"285" 2012-11-17 12:45:30 "Save The World" "Metal" 4 156
"286" 2012-11-17 12:51:29 "Captain Crash & The Beauty Queen From Mars" "Metal" 4 156
"287" 2012-11-17 13:01:18 "She's A Mystery" "Metal" 4 157
"288" 2012-11-17 13:05:56 "I Got The Girl" "Metal" 4 157
"289" 2012-11-17 13:10:14 "One Wild Night" "Metal" 4 157
