"","x"
"1","Rock"
"2","Pop"
"3","Jazz"
"4","Traditional"
"5","Indie Rock"
"6","Country & Folk"
"7","Classical"
"8","Electronica"
"9","Alternative"
"10","Metal"
"11","R&B"
"12","Rap"
"13","none"
"14","iTunes U"
"15","Latin"
"16","Blues"
"17","Voice Memo"
"18","ボイスメモ"
"19","Other"
"20","Soundtrack"
"21","Spoken & Audio"
"22","Podcast"
"23","Short Films"
