"","x"
"Rock",83
"Test",58
"Alternative & Punk",37
"Anime Ost",32
"Jazz",27
"Pop",22
"Anime",16
"General Alternative",11
"none",7
"J-Rock",5
"UK Rock",5
"ロック",1
"145",0
"Books & Spoken",0
"Classical",0
"Dance & House",0
"Domestic(J-Pops)",0
"Easy Listening",0
"Electronica",0
"Electronica_Dance",0
"Guitarist",0
"J-POP",0
"jazz",0
"Jazz funk",0
"Metal",0
"Other",0
"Podcast",0
"Post Rock",0
"Progressive Rock",0
"Soul and R&B",0
"Soundtrack",0
"Spoken & Audio",0
"ポップ",0
