,sortedIml...1.,sortedIml...6.,sortedIml...2.,genreRank,timeID,sortedIml...7.
252,2012-08-25 02:40:24,Variatio 16 a 1 Clav. Ouverture,Classical,4,146,JS Bach- Goldberg Variations_ BWV988 (1955 Version)
253,2012-08-25 02:41:17,Variatio 17 a 2 Clav.,Classical,4,146,JS Bach- Goldberg Variations_ BWV988 (1955 Version)
254,2012-08-25 02:42:03,Variatio 18 a 1 Clav. Canone alla Sesta,Classical,4,146,JS Bach- Goldberg Variations_ BWV988 (1955 Version)
255,2012-08-25 02:42:46,Variatio 19 a 1 Clav.,Classical,4,146,JS Bach- Goldberg Variations_ BWV988 (1955 Version)
256,2012-08-25 02:43:34,Variatio 20 a 2 Clav.,Classical,4,146,JS Bach- Goldberg Variations_ BWV988 (1955 Version)
257,2012-08-25 02:45:17,Variatio 21 Canone alla Settima,Classical,4,146,JS Bach- Goldberg Variations_ BWV988 (1955 Version)
258,2012-08-25 02:45:59,Variatio 22 a 1 Clav. Alla breve,Classical,4,146,JS Bach- Goldberg Variations_ BWV988 (1955 Version)
259,2012-08-25 02:46:54,Variatio 23 a 2 Clav.,Classical,4,146,JS Bach- Goldberg Variations_ BWV988 (1955 Version)
260,2012-08-25 02:47:52,Variatio 24 a 1 Clav. Canone all'Ottava,Classical,4,146,JS Bach- Goldberg Variations_ BWV988 (1955 Version)
261,2012-08-25 02:54:21,Variatio 25 a 2 Clav.,Classical,4,146,JS Bach- Goldberg Variations_ BWV988 (1955 Version)
262,2012-08-25 02:55:14,Variatio 26 a 2 Clav.,Classical,4,146,JS Bach- Goldberg Variations_ BWV988 (1955 Version)
263,2012-08-25 02:56:04,Variatio 27 a 2 Clav. Canone alla Nona,Classical,4,146,JS Bach- Goldberg Variations_ BWV988 (1955 Version)
264,2012-08-25 02:57:14,Variatio 28 a 2 Clav.,Classical,4,146,JS Bach- Goldberg Variations_ BWV988 (1955 Version)
265,2012-08-25 02:58:15,Variatio 29 a 1 ovvero 2 Clav.,Classical,4,146,JS Bach- Goldberg Variations_ BWV988 (1955 Version)
266,2012-08-25 02:59:04,Variatio 30 a 1 Clav. Quodlibet,Classical,4,146,JS Bach- Goldberg Variations_ BWV988 (1955 Version)
267,2012-08-25 03:01:18,Aria da capo,Classical,4,147,JS Bach- Goldberg Variations_ BWV988 (1955 Version)
268,2012-08-26 00:34:53,Bach: Well-Tempered Clavier_ Book 2 - Prelude _13 In F Sharp_ BWV 882,Classical Solo Instrumental,3,0,Bach: The Well-Tempered Clavier [Disc 3]
269,2012-08-26 01:31:17,Bricks,Indie,22,1,Good Arrows
270,2012-08-26 01:34:58,Hands,Indie,22,1,Good Arrows
271,2012-08-26 01:40:56,Bullets,Indie,22,1,Good Arrows
272,2012-08-26 01:44:29,Soup,Indie,22,1,Good Arrows
273,2012-08-26 01:46:27,Spoons,Indie,22,1,Good Arrows
274,2012-08-26 01:49:33,King,Indie,22,1,Good Arrows
275,2012-08-26 17:35:07,Quadrature,none,1,17,Just A Souvenir
276,2012-08-27 14:17:21,Des Cordes: opus 1,Anime,38,38,Shiro SAGISU Music from Rebuild of Evangelion: 2.0
277,2012-08-27 14:21:13,デッドマンズ・ギャラクシー・デイズ,ロック (日本),47,38,SABRINA NO HEAVEN
278,2012-08-27 14:31:46,Omoide In My Head,Unknown,35,38,OMOIDE IN MY HEAD 2 ～記録シリーズ1～ (Disc2)
279,2012-08-27 14:56:58,あの言葉、あの光,Japanese Album,40,38,Pastrama -best of bonobos-
280,2012-08-27 15:01:36,Omstart,Alternative & Punk,2,39,Sensuous
281,2012-08-27 15:02:06,oist_+12dB_Q2.0_02000Hz,none,1,39,超脳形成
282,2012-08-27 15:02:48,20120602 134022,none,1,39,album
283,2012-08-27 15:05:43,Metal Fiction <Matsuri Studio Live Recording>,Rock,6,39,Matsuri Session Basement Tapes
284,2012-08-27 15:10:45,夢で逢えたら,Alternative & Punk,2,39,DOOR
285,2012-08-27 15:18:13,Sweetie & Shag (Featuring Kazu Makino),none,1,39,Glass Drop
286,2012-08-27 15:26:36,Num-Heabymetallic,Unknown,35,39,OMOIDE IN MY HEAD 2 ～記録シリーズ2～ (Disc4)
287,2012-08-27 15:46:02,The Medley - Purple Haze_ The Third Stone From The Sun_ Teen Town,Fusion,52,39,Heavy'n Jazz
288,2012-08-28 06:16:48,Kaze No Toorimichi,145,37,54,Tonari no Totoro
289,2012-08-28 06:19:15,Ella Guru,Alternative & Punk,2,54,Trout Mask Replica
290,2012-08-28 06:19:51,リリース・タイム早め,Spoken & Audio,60,54,エンジニア直伝！エフェクト・テクニック基礎講座 [Disc 2]
291,2012-08-28 06:21:53,Hutspot,R&B,21,54,Hutspot
292,2012-08-28 06:27:14,Folklore,ポップ,23,54,imagination
293,2012-08-28 06:31:20,Red Money,Electronica_Dance,8,54,Man Meat
294,2012-08-28 06:33:59,Ranunculaceae,Alternative & Punk,2,54,Nordic Forest
295,2012-08-28 10:31:30,半透明少女関係,ロック,7,58,MATSURI SESSION 2.26 2004 TOKYO [Disc 2]
296,2012-08-28 10:34:16,電信,ポップ,23,58,こども
297,2012-08-28 10:37:25,Me And My Friends,Rock,6,58,The Uplift Mofo Party Plan
298,2012-08-28 10:46:04,Kareha,J-Pop,15,58,Utaite Myori ~Sono 1~ Disc 2
299,2012-08-28 10:48:47,Fire [Live],Classic Rock,39,58,The Jimi Hendrix Experience
300,2012-08-28 10:55:14,Unbreakable,ポップ,23,58,Invincible
301,2012-08-28 10:59:22,アホイ!,Pop,5,58,THE NEW SONG
302,2012-08-28 11:14:24,Vem Para Ficar,Easy Listening,51,59,Beautiful Field
303,2012-08-28 11:20:16,Atami Free Zone,その他,17,59,2008-10-21
304,2012-08-28 11:24:51,Ill Descent,none,1,59,Music Is Rotted One Note
305,2012-08-28 12:12:23,意識～戦後最大級ノ暴風雨圏内,Other,33,60,私と放電 Disc2
306,2012-08-28 13:21:59,table disco,Alternative & Punk,2,61,modernize.
307,2012-08-28 13:31:58,Soul Circus,Jazz,9,61,Soul Circus
308,2012-08-28 13:35:41,コミュニケーション・ブレイクダンス,Rock,6,61,ラ
309,2012-08-28 14:14:30,Drive-In Saturday,ロック,7,62,The Six Degrees of Klinghoffer Collection Vol. 5
310,2012-08-28 14:30:41,サヨナラCOLOR ～B同志 Ver.～,Soundtrack,10,62,サヨナラCOLOR ～映画のためのうたと音楽～
311,2012-08-28 14:36:24,Standing There ～いま、そこに行くよ～,Japanese Album,40,62,Pastrama -best of bonobos-
312,2012-08-28 15:49:54,52 52,none,1,63,69/96
313,2012-08-28 15:53:41,カントリーロード,Pop,5,63,LIVE IN LIVING '08
314,2012-08-28 15:58:17,delayed brain　,Unknown,35,63,OMOIDE IN MY HEAD 2 ～記録シリーズ2～ (Disc3)
315,2012-08-28 16:04:04,Don't Beat <Matsuri Studio Live Recording>,Rock,6,64,Matsuri Session Basement Tapes
316,2012-08-29 14:29:49,Aozora,JRock,42,86,Singles Box 1999-2003
317,2012-08-29 14:32:10,02 NoEnd 2,none,1,86,album
318,2012-08-29 14:36:13,No Taboo,Jazz,9,86,Pimp Master
319,2012-08-29 14:36:19,Filter,Jazz,9,86,Pimp Master
320,2012-08-29 14:44:29,Stinger,Jazz,9,86,Pimp Master
321,2012-08-29 14:48:57,Waltz For Goddess,Jazz,9,86,Pimp Master
322,2012-08-29 14:54:38,Avalanche,Jazz,9,86,Pimp Master
323,2012-08-29 15:01:28,A Wheel Within A Wheel,Jazz,9,87,Pimp Master
324,2012-08-29 15:04:10,J.D.F_,Jazz,9,87,Pimp Master
325,2012-08-29 15:08:01,Low Life,Jazz,9,87,Pimp Master
326,2012-08-29 15:09:07,No Matter,Jazz,9,87,Pimp Master
327,2012-08-29 15:14:42,Mo' Better Blues,Jazz,9,87,Pimp Master
328,2012-08-29 15:20:13,Wasted Time,Jazz,9,87,Pimp Master
329,2012-08-29 15:21:05,Master Of Pimp,Jazz,9,87,Pimp Master
330,2012-08-29 15:22:19,閃く刃,Jazz,9,87,Pimp Master
331,2012-08-29 15:26:29,MEMAI,Jazz,9,87,PIMP OF THE YEAR [初回盤]
332,2012-08-29 15:40:08,Intro,Jazz,9,87,PIMPIN'
333,2012-08-29 15:46:23,Fuller Love,Jazz,9,87,PIMPIN'
334,2012-08-29 15:52:06,Wives & Lovers,Jazz,9,87,PIMPIN'
335,2012-08-29 15:56:38,Harbor,Jazz,9,87,PIMPIN'
336,2012-08-29 16:01:13,First Lady,Jazz,9,88,PIMPIN'
337,2012-08-29 16:03:15,Pimpnosis,Jazz,9,88,PIMPIN'
338,2012-08-29 18:54:31,C.P.E.バッハ:ヴュルテンベルク・ソナタ第1番イ短調 Wq.49 no.1(H.30) ~第3章アレグロ・アッサイ,Classical,4,90,グレン・グールド 坂本龍一セレクション [Disc 2]
339,2012-08-29 19:09:43,モーツァルト: ピアノソナタ第8番イ短調 K.310(300d) ~第2楽章アンダンテ・カンタービレ・コン・エスプレッシオーネ,Classical,4,91,グレン・グールド 坂本龍一セレクション [Disc 2]
340,2012-08-29 19:13:50,モーツァルト:ピアノソナタ第11番イ長調 K331 (300i) ~第3楽章アレグレット(アラ・トゥルカ),Classical,4,91,グレン・グールド 坂本龍一セレクション [Disc 2]
341,2012-08-29 19:20:31,グリーグ:ピアノソナタホ短調 作品7 ~第1楽章アレグロ・モデラート,Classical,4,91,グレン・グールド 坂本龍一セレクション [Disc 2]
342,2012-08-30 14:41:20,FOLLOW,Jazz,9,110,SUMMER GODDESS
343,2012-08-30 14:46:06,FRAGMENT,Jazz,9,110,SUMMER GODDESS
344,2012-08-30 14:50:55,SUMMER GODDESS,Jazz,9,110,SUMMER GODDESS
345,2012-08-30 14:55:45,Ms. B.C.,Jazz,9,110,SUMMER GODDESS
346,2012-08-30 14:59:41,SWEAT,Jazz,9,110,SUMMER GODDESS
347,2012-08-30 15:03:24,手のひら,Jazz,9,111,SUMMER GODDESS
348,2012-08-30 15:08:29,Suffocation,Jazz,9,111,Pimp Master
349,2012-08-30 15:10:46,No End,Alternative & Punk,2,111,Endless Summer Record
350,2012-08-30 18:29:58,In Your Eyes,Indie Rock,16,114,Letur-Lefr
351,2012-08-30 18:32:22,909 Day,Indie Rock,16,114,Letur-Lefr
352,2012-08-30 18:33:52,Glowe,Indie Rock,16,114,Letur-Lefr
353,2012-08-30 18:37:35,FM,Indie Rock,16,114,Letur-Lefr
354,2012-08-30 18:41:25,In My Light,Indie Rock,16,114,Letur-Lefr
355,2012-08-31 15:36:15,east end girl,Electronica_Dance,8,135,east end girl
356,2012-08-31 16:01:47,JOY -takagi masakatsu “rama” remix-,ロック,7,136,JOY
357,2012-08-31 17:12:32,Fit Song,Alternative & Punk,2,137,Sensuous
358,2012-08-31 17:16:22,Breezin',Alternative & Punk,2,137,Sensuous
359,2012-08-31 17:17:55,Toner,Alternative & Punk,2,137,Sensuous
360,2012-08-31 17:24:52,Wataridori,Alternative & Punk,2,137,Sensuous
361,2012-08-31 17:28:37,Gum,Alternative & Punk,2,137,Sensuous
362,2012-08-31 17:29:16,Scum,Alternative & Punk,2,137,Sensuous
363,2012-09-03 02:11:19,Energy Flow,Classical,4,26,BTTB [International Version]
364,2012-09-03 02:12:16,キック（処理前）,Other,33,26,エンジニアが教えるミックス・テクニック99
365,2012-09-03 17:50:10,12の練習曲 第1集 1. 5本の指のための,Classical,4,41,Debussy : 12 Etudes - Berg : Sonate op. 1
366,2012-09-04 14:27:43,Crystal Girl feat.土岐麻子,ダンス,24,62,tiny joints
367,2012-09-04 14:33:55,Midnight Magic feat. ROY AYERS,ダンス,24,62,tiny joints
368,2012-09-04 14:40:12,Fading Echo feat.七尾旅人,ダンス,24,62,tiny joints
369,2012-09-04 14:58:48,Freestyle feat.PUNPEE&S.L.A.C.K.(PSG),ダンス,24,62,tiny joints
370,2012-09-04 15:03:41,PUSH! feat.TWIGY,ダンス,24,63,tiny joints
371,2012-09-04 15:10:42,Windy Lady  featuring さかいゆう,ダンス,24,63,tiny joints
372,2012-09-04 15:13:50,こうなるの feat.鎮座DOOPENESS,ダンス,24,63,tiny joints
373,2012-09-04 15:20:27,survivor featuring 有坂美香,ダンス,24,63,tiny joints
374,2012-09-04 16:04:01,MY Life My Street feat.漢(MSC),ダンス,24,64,tiny joints
375,2012-09-04 16:11:09,Time Flies feat. Steve Spacek,ダンス,24,64,tiny joints
376,2012-09-05 04:00:13,Zazen Bo,Japanese,13,76,zazen Boys II
377,2012-09-05 14:54:55,ハニーストーストんのテーマ,none,1,86,ハニースイートん
378,2012-09-06 08:02:31,感覚的にNG,none,1,104,感覚的にNG
379,2012-09-06 08:03:15,YAJI×KITA KISS,Japanese,13,104,真夜中の弥次さん喜多さん ORIGINAL SOUNDTRACK
380,2012-09-06 08:05:13,YAJI×KITA USODARAKE,Japanese,13,104,真夜中の弥次さん喜多さん ORIGINAL SOUNDTRACK
381,2012-09-06 08:07:17,TOBIZARU,Japanese,13,104,真夜中の弥次さん喜多さん ORIGINAL SOUNDTRACK
382,2012-09-06 08:10:24,不安,Japanese,13,104,真夜中の弥次さん喜多さん ORIGINAL SOUNDTRACK
383,2012-09-06 08:14:59,YAJI×KITA PSYCHEDELIC,Japanese,13,104,真夜中の弥次さん喜多さん ORIGINAL SOUNDTRACK
384,2012-09-06 08:17:58,YAJI×KITA節,Japanese,13,104,真夜中の弥次さん喜多さん ORIGINAL SOUNDTRACK
385,2012-09-06 08:20:58,YAJI×KITA DANCE,Japanese,13,104,真夜中の弥次さん喜多さん ORIGINAL SOUNDTRACK
386,2012-09-06 08:23:50,TANUKI,Japanese,13,104,真夜中の弥次さん喜多さん ORIGINAL SOUNDTRACK
387,2012-09-06 08:24:47,KIN KIN,Japanese,13,104,真夜中の弥次さん喜多さん ORIGINAL SOUNDTRACK
388,2012-09-06 08:26:56,KITAさんのKIMOCHI,Japanese,13,104,真夜中の弥次さん喜多さん ORIGINAL SOUNDTRACK
389,2012-09-06 08:29:26,YAJI×KITA BEAT,Japanese,13,104,真夜中の弥次さん喜多さん ORIGINAL SOUNDTRACK
390,2012-09-06 08:30:51,YAJI×KITA BEEF HEART,Japanese,13,104,真夜中の弥次さん喜多さん ORIGINAL SOUNDTRACK
391,2012-09-06 08:33:40,YAJI×KITA KABUKI,Japanese,13,104,真夜中の弥次さん喜多さん ORIGINAL SOUNDTRACK
392,2012-09-06 08:35:24,BAR,Japanese,13,104,真夜中の弥次さん喜多さん ORIGINAL SOUNDTRACK
393,2012-09-06 08:36:25,YAJI×KITA囃子,Japanese,13,104,真夜中の弥次さん喜多さん ORIGINAL SOUNDTRACK
394,2012-09-06 08:39:20,YAJIさんのバラード,Japanese,13,104,真夜中の弥次さん喜多さん ORIGINAL SOUNDTRACK
395,2012-09-06 09:00:06,YAJI×KITA DEEP KISS,Japanese,13,105,真夜中の弥次さん喜多さん ORIGINAL SOUNDTRACK
396,2012-09-06 09:04:00,MIDNIGHT YAJI×KITA ～I Wanna Be Your Fuck～,Japanese,13,105,真夜中の弥次さん喜多さん ORIGINAL SOUNDTRACK
397,2012-09-08 16:59:00,Long Progression,オルタナティブ,19,160,Strange Man / Long Progression - Single
398,2012-09-08 17:55:42,Clock Catcher,Electronic,18,161,Cosmogramma
399,2012-09-08 17:57:56,Pickled!,Electronic,18,161,Cosmogramma
400,2012-09-08 17:59:54,Nose Art,Electronic,18,161,Cosmogramma
401,2012-09-08 18:01:09,Intro: A Cosmic Drama,Electronic,18,162,Cosmogramma
402,2012-09-08 18:03:53,Zodiac S**t,Electronic,18,162,Cosmogramma
403,2012-09-08 18:06:26,Computer Face: Pure Being,Electronic,18,162,Cosmogramma
404,2012-09-09 20:44:18,Strange Man,オルタナティブ,19,20,Strange Man / Long Progression - Single
405,2012-09-09 21:03:52,Surprise Me 44,Electronica_Dance,8,21,This is... Tunng:Mother's Daughter And Other Songs
406,2012-09-09 22:22:45,アブラカダブラ,J-Pop,15,22,リトルメロディ
407,2012-09-09 23:07:50,pink_+6dB_Q2.0_16000Hz,none,1,23,超脳形成
408,2012-09-09 23:23:48,試験例題,none,1,23,album
409,2012-09-09 23:47:51,urbanknights_+6dB_Q2.0_08000Hz,none,1,23,超脳形成
410,2012-09-09 23:50:07,urbanknights_+6dB_Q2.0_04000Hz,none,1,23,超脳形成
411,2012-09-10 00:09:21,urbanknights_+12dB_Q2.0_08000Hz,none,1,24,超脳形成
412,2012-09-10 00:11:56,urbanknights_+12dB_Q2.0_00250Hz,none,1,24,超脳形成
413,2012-09-10 00:29:46,4,Electronic,18,24,Acoustica: Alarm Will Sound Performs Aphex Twin
414,2012-09-10 01:46:05,すとーりーず,none,1,25,すとーりーず
415,2012-09-10 01:50:07,天狗,none,1,25,すとーりーず
416,2012-09-10 01:53:32,無口なガール,none,1,25,すとーりーず
417,2012-09-10 10:54:02,Re-Bass_ Bass_ Bass,Pop,5,34,Re-clammbon 2
418,2012-09-10 11:01:06,Re-意味はない,Pop,5,35,Re-clammbon 2
419,2012-09-10 11:11:27,Re-Re-華香るある日,Pop,5,35,Re-clammbon 2
420,2012-09-10 11:15:38,Re-090,Pop,5,35,Re-clammbon 2
421,2012-09-10 11:22:11,Re-Folklore,Pop,5,35,Re-clammbon 2
422,2012-09-10 11:30:16,Re-雨,Pop,5,35,Re-clammbon 2
423,2012-09-10 11:38:59,Re-Re-サラウンド,Pop,5,35,Re-clammbon 2
424,2012-09-10 11:45:18,Re-メロウトロン,Pop,5,35,Re-clammbon 2
425,2012-09-10 11:55:42,Re-アホイ!,Pop,5,35,Re-clammbon 2
426,2012-09-10 12:06:35,JAPANESE MANNER (from「2010」),J-Pop,15,36,JAPANESE MANNER
427,2012-09-10 14:17:52,Terrapin,Rock,6,38,The Madcap Laughs [Bonus Tracks]
428,2012-09-10 14:21:18,No Good Trying,Rock,6,38,The Madcap Laughs [Bonus Tracks]
429,2012-09-10 14:23:48,Love You,Rock,6,38,The Madcap Laughs [Bonus Tracks]
430,2012-09-10 14:26:52,No Man's Land,Rock,6,38,The Madcap Laughs [Bonus Tracks]
431,2012-09-10 14:28:54,Dark Globe,Rock,6,38,The Madcap Laughs [Bonus Tracks]
432,2012-09-10 14:32:06,Here I Go,Rock,6,38,The Madcap Laughs [Bonus Tracks]
433,2012-09-10 14:35:54,Octopus,Rock,6,38,The Madcap Laughs [Bonus Tracks]
434,2012-09-10 14:37:53,Golden Hair,Rock,6,38,The Madcap Laughs [Bonus Tracks]
435,2012-09-10 14:40:44,Long Gone,Rock,6,38,The Madcap Laughs [Bonus Tracks]
436,2012-09-10 14:42:39,She Took A Long Cold Look,Rock,6,38,The Madcap Laughs [Bonus Tracks]
437,2012-09-10 14:44:57,Feel,Rock,6,38,The Madcap Laughs [Bonus Tracks]
438,2012-09-10 14:47:23,If It's In You,Rock,6,38,The Madcap Laughs [Bonus Tracks]
439,2012-09-10 14:53:23,Late Night,Rock,6,38,The Madcap Laughs [Bonus Tracks]
440,2012-09-10 14:56:32,Octopus (Takes 1 & 2),Rock,6,38,The Madcap Laughs [Bonus Tracks]
441,2012-09-10 15:03:45,It's No Good Trying (Take 5),Rock,6,39,The Madcap Laughs [Bonus Tracks]
442,2012-09-10 15:06:06,Love You (Take 1),Rock,6,39,The Madcap Laughs [Bonus Tracks]
443,2012-09-10 15:08:17,Love You (Take 3),Rock,6,39,The Madcap Laughs [Bonus Tracks]
444,2012-09-10 15:11:02,She Took A Long Cold Look At Me (Take 4),Rock,6,39,The Madcap Laughs [Bonus Tracks]
445,2012-09-10 15:13:30,Golden Hair (Take 5),Rock,6,39,The Madcap Laughs [Bonus Tracks]
446,2012-09-10 18:33:13,Myself When I Am Real,Jazz,9,42,Mingus Plays Piano
447,2012-09-10 18:39:05,I Can't Get Started,Jazz,9,42,Mingus Plays Piano
448,2012-09-10 18:43:40,Body And Soul,Jazz,9,42,Mingus Plays Piano
449,2012-09-10 18:46:23,Roland Kirk's Message,Jazz,9,42,Mingus Plays Piano
450,2012-09-10 23:47:40,moondance_+6dB_Q2.0_04000Hz,none,1,47,超脳形成
451,2012-09-10 23:53:48,urbanknights_+6dB_Q2.0_00125Hz,none,1,47,超脳形成
452,2012-09-10 23:56:00,applause_+12dB_Q2.0_00125Hz,none,1,47,超脳形成
453,2012-09-10 23:56:23,dragonforce_+6dB_Q2.0_00125Hz,none,1,47,超脳形成
454,2012-09-10 23:56:53,oist_+6dB_Q2.0_00125Hz,none,1,47,超脳形成
455,2012-09-10 23:57:51,metheny_+12dB_Q2.0_00125Hz,none,1,47,超脳形成
456,2012-09-10 23:58:28,0101_+6dB_Q2.0_00125Hz,none,1,47,超脳形成
457,2012-09-10 23:59:09,superstition_+12dB_Q2.0_00125Hz,none,1,47,超脳形成
458,2012-09-11 00:00:04,superstition_+6dB_Q2.0_00125Hz,none,1,48,超脳形成
459,2012-09-11 00:00:34,applause_+6dB_Q2.0_00125Hz,none,1,48,超脳形成
460,2012-09-11 11:33:25,Walls And Doors,none,1,59,Walls And Doors
461,2012-09-13 09:58:35,In The fridge _ A Quicki,Rock,6,105,I'm Gonna Groove Ya!
462,2012-09-13 10:02:17,この世の限り,none,1,106,この世の限り
463,2012-09-13 10:04:55,koufukuron (etsuraku version),その他,17,106,下剋上エクスタシー
464,2012-09-13 10:11:14,izonshou,その他,17,106,下剋上エクスタシー
465,2012-09-13 10:15:02,byoushou public,その他,17,106,下剋上エクスタシー
466,2012-09-14 23:11:21,pink_+6dB_Q2.0_01000Hz （べろまるいきだす）,none,1,143,超脳形成
467,2012-09-14 23:11:34,pink_+6dB_Q2.0_02000Hz　息吸う　葉はんとじ　れーー,none,1,143,超脳形成
468,2012-09-14 23:15:02,0101_+12dB_Q2.0_00250Hz,none,1,143,超脳形成
469,2012-09-14 23:17:43,urbanknights_+12dB_Q2.0_04000Hz,none,1,143,超脳形成
470,2012-09-14 23:18:11,nuttin_+12dB_Q2.0_04000Hz,none,1,143,超脳形成
471,2012-09-14 23:18:43,superstition_+12dB_Q2.0_04000Hz,none,1,143,超脳形成
472,2012-09-14 23:19:02,0101_+12dB_Q2.0_08000Hz,none,1,143,超脳形成
473,2012-09-14 23:20:24,urbanknights_+12dB_Q2.0_00125Hz,none,1,143,超脳形成
474,2012-09-14 23:21:23,oist_+12dB_Q2.0_00250Hz,none,1,143,超脳形成
475,2012-09-14 23:23:32,leonore_+6dB_Q2.0_00250Hz,none,1,143,超脳形成
476,2012-09-14 23:24:30,leonore_+6dB_Q2.0_00500Hz,none,1,143,超脳形成
477,2012-09-14 23:25:28,leonore_+6dB_Q2.0_00125Hz,none,1,143,超脳形成
478,2012-09-14 23:27:53,leonore_+6dB_Q2.0_04000Hz,none,1,143,超脳形成
479,2012-09-14 23:28:22,leonore_+6dB_Q2.0_02000Hz,none,1,143,超脳形成
480,2012-09-14 23:29:11,leonore_+6dB_Q2.0_01000Hz,none,1,143,超脳形成
481,2012-09-14 23:29:40,leonore_+12dB_Q2.0_08000Hz,none,1,143,超脳形成
482,2012-09-14 23:30:52,firebird_+6dB_Q2.0_00500Hz,none,1,143,超脳形成
483,2012-09-14 23:31:15,firebird_+6dB_Q2.0_00125Hz,none,1,143,超脳形成
484,2012-09-14 23:32:02,firebird_+12dB_Q2.0_02000Hz,none,1,143,超脳形成
485,2012-09-14 23:32:48,firebird_+12dB_Q2.0_00250Hz,none,1,143,超脳形成
486,2012-09-14 23:33:11,firebird_+12dB_Q2.0_04000Hz,none,1,143,超脳形成
487,2012-09-14 23:33:34,firebird_+12dB_Q2.0_00500Hz,none,1,143,超脳形成
488,2012-09-14 23:33:57,firebird_+12dB_Q2.0_08000Hz,none,1,143,超脳形成
489,2012-09-14 23:34:43,firebird_+12dB_Q2.0_01000Hz,none,1,143,超脳形成
490,2012-09-14 23:35:27,firebird_+6dB_Q2.0_08000Hz,none,1,143,超脳形成
491,2012-09-14 23:35:50,firebird_+6dB_Q2.0_02000Hz,none,1,143,超脳形成
492,2012-09-14 23:36:14,firebird_+6dB_Q2.0_01000Hz,none,1,143,超脳形成
493,2012-09-14 23:39:13,i_like_rock_+12dB_Q2.0_04000Hz,none,1,143,超脳形成
494,2012-09-14 23:40:24,i_like_rock_+12dB_Q2.0_00125Hz,none,1,143,超脳形成
495,2012-09-14 23:40:48,i_like_rock_+6dB_Q2.0_00500Hz,none,1,143,超脳形成
496,2012-09-14 23:42:01,i_like_rock_+12dB_Q2.0_01000Hz,none,1,143,超脳形成
497,2012-09-14 23:42:24,i_like_rock_+12dB_Q2.0_00500Hz,none,1,143,超脳形成
498,2012-09-14 23:42:48,i_like_rock_+6dB_Q2.0_08000Hz,none,1,143,超脳形成
499,2012-09-14 23:43:12,i_like_rock_+6dB_Q2.0_00125Hz,none,1,143,超脳形成
500,2012-09-14 23:43:35,i_like_rock_+6dB_Q2.0_01000Hz,none,1,143,超脳形成
501,2012-09-14 23:43:59,i_like_rock_+6dB_Q2.0_02000Hz,none,1,143,超脳形成
502,2012-09-14 23:48:11,igy_+12dB_Q2.0_00500Hz,none,1,143,超脳形成
503,2012-09-14 23:48:31,igy_+12dB_Q2.0_08000Hz,none,1,143,超脳形成
504,2012-09-14 23:50:12,igy_+12dB_Q2.0_00250Hz,none,1,143,超脳形成
505,2012-09-14 23:50:33,igy_+12dB_Q2.0_01000Hz,none,1,143,超脳形成
506,2012-09-14 23:50:53,igy_+12dB_Q2.0_04000Hz,none,1,143,超脳形成
507,2012-09-14 23:51:54,igy_+6dB_Q2.0_00125Hz,none,1,143,超脳形成
508,2012-09-14 23:53:40,moondance_+6dB_Q2.0_00125Hz,none,1,143,超脳形成
509,2012-09-14 23:55:17,moondance_+6dB_Q2.0_02000Hz,none,1,143,超脳形成
510,2012-09-14 23:55:46,moondance_+6dB_Q2.0_08000Hz,none,1,143,超脳形成
511,2012-09-14 23:56:01,moondance_+6dB_Q2.0_00500Hz,none,1,143,超脳形成
512,2012-09-14 23:56:16,moondance_+12dB_Q2.0_00250Hz,none,1,143,超脳形成
513,2012-09-14 23:58:26,moondance_+6dB_Q2.0_01000Hz,none,1,143,超脳形成
514,2012-09-14 23:59:22,moondance_+12dB_Q2.0_02000Hz,none,1,143,超脳形成
515,2012-09-15 00:31:15,firebird_+12dB_Q2.0_00125Hz,none,1,144,超脳形成
516,2012-09-15 00:31:44,metheny_+12dB_Q2.0_04000Hz,none,1,144,超脳形成
517,2012-09-15 00:32:18,french_+6dB_Q2.0_02000Hz,none,1,144,超脳形成
518,2012-09-15 00:32:45,gcref_+6dB_Q2.0_00125Hz,none,1,144,超脳形成
519,2012-09-15 00:33:04,0101_+6dB_Q2.0_01000Hz,none,1,144,超脳形成
520,2012-09-15 00:33:33,leonore_+12dB_Q2.0_00125Hz,none,1,144,超脳形成
521,2012-09-15 00:34:04,urbanknights_+6dB_Q2.0_00500Hz,none,1,144,超脳形成
522,2012-09-15 00:34:27,dragonforce_+6dB_Q2.0_04000Hz,none,1,144,超脳形成
523,2012-09-15 00:35:22,dv7_+6dB_Q2.0_02000Hz,none,1,144,超脳形成
524,2012-09-15 00:35:42,gcref_+6dB_Q2.0_02000Hz,none,1,144,超脳形成
525,2012-09-15 00:36:21,i_like_rock_+12dB_Q2.0_08000Hz,none,1,144,超脳形成
526,2012-09-15 00:36:50,metheny_+6dB_Q2.0_00250Hz,none,1,144,超脳形成
527,2012-09-15 00:37:10,gcref_+12dB_Q2.0_04000Hz,none,1,144,超脳形成
528,2012-09-15 00:37:57,i_like_rock_+6dB_Q2.0_04000Hz,none,1,144,超脳形成
529,2012-09-15 00:38:26,oist_+6dB_Q2.0_04000Hz,none,1,144,超脳形成
530,2012-09-15 00:38:55,leonore_+12dB_Q2.0_04000Hz,none,1,144,超脳形成
531,2012-09-15 00:39:48,jsmp_+6dB_Q2.0_02000Hz,none,1,144,超脳形成
